Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
Beyond Belief: Fact or Fiction,1997–2002,"Mystery, Thriller, Fantasy, Horror, Sci-Fi",USA,8,"3,475",tt0138956,1997,80
Cold Squad,1998–2005,"Crime, Drama, Mystery",Canada,6.9,358,tt0138959,1998,69
Hercules,1998–1999,"Animation, Action, Adventure, Comedy, Family, Fantasy",USA,6.6,"8,804",tt0138967,1998,66
Hollywood Squares,1998–2004,"Comedy, Game-Show",USA,5.4,655,tt0138968,1998,54
Kidsongs,1990–,,USA,7.9,111,tt0138973,1990,79
Maximum Bob,1998–,"Comedy, Drama",USA,8.7,194,tt0138976,1998,87
Buiten de Zone,1994–1996,Comedy,Belgium,8.6,726,tt0139768,1994,86
Challenge of the GoBots,1984–1985,"Animation, Action, Adventure, Family, Sci-Fi",USA,6.5,658,tt0139769,1984,65
Dragon Ball GT,1996–1997,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi, Thriller",Japan,6.9,"20,912",tt0139774,1996,69
Lifestories: Families in Crisis,1992–1996,"Drama, Family, Sport",USA,7.3,130,tt0139780,1992,73
Live & Kicking,1993–2001,"Comedy, Family, Game-Show",UK,7.4,105,tt0139781,1993,74
Fort Alpha,1996–1997,Drama,Netherlands,8.2,139,tt0140056,1996,82
Fist of the North Star 2,1987–1988,"Animation, Action, Adventure",Japan,8.3,386,tt0140181,1987,83
Uchû senkan Yamato,1974–1975,"Animation, Action, Adventure",Japan,8.1,291,tt0140644,1974,81
William Tell,1987–,Adventure,"France, UK, USA",7.5,266,tt0140731,1987,75
Crossfire,1982–,"News, Talk-Show",USA,3.5,95,tt0140732,1982,35
Crown Court,1972–1984,Drama,UK,7.2,136,tt0140733,1972,72
Dead Man's Gun,1997–1999,Western,Canada,7.5,224,tt0140735,1997,75
Grafinya de Monsoro,1998–,"Drama, History, Romance",Russia,8.2,135,tt0140739,1998,82
Mighty Max,1993–1995,"Animation, Action, Adventure, Fantasy, Horror, Thriller","USA, France",8,"1,466",tt0140749,1993,80
Mosley,1998–,Biography,UK,7.3,85,tt0140750,1998,73
The Panel,1998–,Talk-Show,Australia,6.5,114,tt0140756,1998,65
Renascer,1993–,,Brazil,7.8,94,tt0140759,1993,78
Vamp,1991–1992,,Brazil,7.9,119,tt0140769,1991,79
13 posterunek,1997–,Comedy,Poland,6.6,671,tt0140774,1997,66
The Sopranos,1999–2007,"Crime, Drama",USA,9.2,"244,956",tt0141842,1999,92
"Eerie, Indiana: The Other Dimension",1998,"Adventure, Comedy, Family",Canada,7,216,tt0142035,1998,70
Isaura: Slave Girl,1976–,,Brazil,6.7,400,tt0142036,1976,67
Pantanal,1990–,,Brazil,7.6,115,tt0142045,1990,76
Sai de Baixo,1996–2013,Comedy,Brazil,8,678,tt0142049,1996,80
Teletubbies,1997–2001,"Family, Fantasy, Musical",UK,3.6,"5,988",tt0142055,1997,36
Super Dimensional Fortress Macross,1982–1983,"Animation, Action, Music",Japan,8.6,"1,475",tt0142183,1982,86
Armação Ilimitada,1985–1988,Comedy,Brazil,7.7,82,tt0143026,1985,77
Captain Star,1997–1998,"Animation, Sci-Fi, Comedy","Canada, UK, Spain",7.6,162,tt0143031,1997,76
Dona Beija,1986–,,Brazil,7.3,76,tt0143035,1986,73
This Morning with Richard Not Judy,1998–1999,Comedy,UK,8.8,280,tt0143047,1998,88
Love Boat: The Next Wave,1998–1999,Comedy,USA,4.7,332,tt0143050,1998,47
Royal Canadian Air Farce,1993–,Comedy,Canada,4.3,600,tt0143060,1993,43
The Micallef Program,1998–2001,Comedy,Australia,9,267,tt0143063,1998,90
Toonsylvania,1998–2000,"Animation, Comedy, Family",USA,6.9,168,tt0143068,1998,69
Woof!,1989–1997,Family,UK,7.1,183,tt0143078,1989,71
Zoom,1972–1978,Family,USA,7.8,257,tt0143080,1972,78
Zoom,1999–,Family,USA,6.4,"1,011",tt0143081,1999,64
The Journey of Allen Strange,1997–2000,"Comedy, Family, Sci-Fi",USA,7.5,278,tt0143325,1997,75
Kyôshoku sôkô Guyver,1989–,"Animation, Sci-Fi, Thriller",Japan,7.6,665,tt0143353,1989,76
Alletiders julemand,1997,Family,Denmark,6.9,235,tt0144036,1997,69
Gladiators,1992–2000,"Action, Game-Show, Reality-TV",UK,6.6,635,tt0144048,1992,66
Hinter Gittern - Der Frauenknast,1997–2010,"Crime, Drama",Germany,3.9,242,tt0144050,1997,39
The Irish R.M.,1983–1985,"Comedy, Drama",UK,8,147,tt0144053,1983,80
Medicopter 117 - Jedes Leben zählt,1998–,Drama,"Germany, Austria",5,382,tt0144061,1998,50
Ri¢hie Ri¢h,1982–1984,"Animation, Family",USA,6.1,854,tt0144065,1982,61
Street Fighter II: V,1995–,"Animation, Action, Adventure, Drama",Japan,7.7,"1,835",tt0144069,1995,77
Masked Rider,1995–1996,Sci-Fi,"France, USA",6.5,287,tt0144296,1995,65
101 Dalmatians: The Series,1997–1998,"Animation, Adventure, Comedy, Family",USA,6.2,668,tt0144700,1997,62
Barney & Friends,1992–2009,"Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",USA,3.7,"3,851",tt0144701,1992,37
Highlander: The Raven,1998–1999,"Action, Adventure, Crime, Drama, Fantasy, Romance, Sci-Fi","France, Canada",5.4,962,tt0144714,1998,54
Young Hearts,1995–,"Comedy, Drama, Family",Brazil,3.9,404,tt0144724,1995,39
Oud geld,1998–1999,Drama,Netherlands,8.6,103,tt0144726,1998,86
Playing the Field,1998–2002,"Drama, Romance, Sport",UK,7.1,230,tt0144728,1998,71
CI5: The New Professionals,1998–,"Action, Crime",UK,5.3,103,tt0144729,1998,53
The Return of the Borrowers,1993–,"Adventure, Family, Fantasy",UK,7.7,135,tt0144730,1993,77
Shop 'Til You Drop,1991–2005,"Family, Game-Show",USA,7,100,tt0144733,1991,70
Waga seishun no Arcadia: Mugen kidô SSX,1982–,"Animation, Sci-Fi",Japan,7.5,118,tt0144736,1982,75
Mirada de mujer,1997–2000,Drama,Mexico,8.5,99,tt0145621,1997,85
Out of Control,1984–1985,"Comedy, Family",USA,8.1,96,tt0145627,1984,81
Mekk Elek az ezermester,1980–,"Animation, Short, Comedy",Hungary,7.7,245,tt0146385,1980,77
National Geographic Explorer,1985–,"Documentary, History",USA,8.1,240,tt0146386,1985,81
Action Man,1995–1997,"Animation, Action, Adventure",USA,5.7,301,tt0147743,1995,57
Batman Beyond,1999–2001,"Adventure, Animation, Action, Crime, Mystery, Sci-Fi, Drama, Thriller",USA,8.1,"21,398",tt0147746,1999,81
"Benji, Zax & the Alien Prince",1983,"Family, Sci-Fi",USA,8.2,362,tt0147747,1983,82
Biker Mice from Mars,1993–1996,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Canada, USA",7,"3,491",tt0147752,1993,70
City Guys,1997–2001,Comedy,USA,7.2,477,tt0147757,1997,72
Dalziel and Pascoe,1996–,"Crime, Mystery, Drama",UK,7.4,"1,861",tt0147760,1996,74
Electra Woman and Dyna Girl,1976–,Sci-Fi,USA,6.7,261,tt0147762,1976,67
Fox Mystery Theater,1984,"Drama, Horror, Mystery",UK,7.7,157,tt0147770,1984,77
Here's Boomer,1980–1982,"Adventure, Drama",USA,7.2,96,tt0147772,1980,72
Highlander: The Animated Series,1994–,"Animation, Action, Adventure","Canada, France",6.5,423,tt0147773,1994,65
Shakespeare: The Animated Tales,1992–1994,"Animation, Comedy, Drama","Russia, UK, USA, Japan",8.4,202,tt0147788,1992,84
"Story of O, the Series",1992–,Drama,Brazil,7.1,93,tt0147791,1992,71
Turkey Television,1985–,Comedy,Canada,8.2,44,tt0147792,1985,82
Sous le signe du lion,1997–,Drama,Canada,8.5,18,tt0149018,1997,85
Unplugged,1989–,"Documentary, Music","Canada, USA",8.2,408,tt0149314,1989,82
Almost Live!,1984–1999,Comedy,USA,8.6,185,tt0149413,1984,86
C.A.T.S. Eyes,1985–1987,"Crime, Drama",UK,6.7,128,tt0149427,1985,67
Der Clown,1998–2001,"Action, Comedy, Crime",Germany,5.4,541,tt0149431,1998,54
Crusade,1999,"Action, Adventure, Drama, Sci-Fi",USA,6.7,"4,333",tt0149437,1999,67
Dag Sinterklaas,1992–,"Comedy, Family, Fantasy",Belgium,8.2,181,tt0149438,1992,82
Dancin' Days,1978–,,Brazil,7.9,81,tt0149440,1978,79
Donkey Kong Country,1997–2000,"Animation, Action, Adventure","France, Canada",5.8,615,tt0149447,1997,58
Ein echter Wiener geht nicht unter,1975–1980,,Austria,8.7,178,tt0149449,1975,87
F.C. De Kampioenen,1990–2011,"Comedy, Romance, Sport",Belgium,6.5,784,tt0149453,1990,65
Four on the Floor,1985–,Comedy,Canada,7.5,41,tt0149458,1985,75
Futurama,1999–2013,"Animation, Comedy, Sci-Fi",USA,8.5,"192,732",tt0149460,1999,85
Heterdaad,1996–1999,"Crime, Drama",Belgium,7.3,91,tt0149469,1996,73
The Human Animal,1994–,,UK,8.8,130,tt0149471,1994,88
De collega's,1978–,Comedy,Belgium,7.9,84,tt0149475,1978,79
De kotmadam,1991–,Comedy,Belgium,5.4,145,tt0149476,1991,54
Krummernes Jul,1996–,Family,Denmark,5.7,198,tt0149478,1996,57
Kulderzipken,1995–1997,"Adventure, Comedy, Family",Belgium,8.4,226,tt0149479,1995,84
The Morton Downey Jr. Show,1987–1989,Talk-Show,USA,5.7,110,tt0149493,1987,57
Omertà - Le dernier des hommes d'honneur,1999–,,Canada,8.6,86,tt0149503,1999,86
Postman Pat,1981–,"Animation, Family",UK,6.5,"1,628",tt0149509,1981,65
ProStars,1991–,"Animation, Adventure, Family",USA,5.8,102,tt0149510,1991,58
Robin,1996–,"Animation, Comedy","Sweden, Germany, Canada",5.6,203,tt0149516,1996,56
Spicy City,1997,"Animation, Adventure, Crime",USA,6.8,287,tt0149524,1997,68
Stressed Eric,1998–2000,"Animation, Comedy","UK, USA",7.7,343,tt0149525,1998,77
Sítio do Pica-Pau Amarelo,1977–1986,,Brazil,7.7,72,tt0149528,1977,77
"Tarzan, Lord of the Jungle",1976–1978,"Animation, Action, Adventure, Family, Fantasy",USA,7.8,189,tt0149533,1976,78
Thuis,1995–,"Action, Drama, Comedy",Belgium,4.5,256,tt0149534,1995,45
Vale Tudo,1988–,,Brazil,8.6,167,tt0149539,1988,86
Van der Valk,1972–1992,"Action, Drama",UK,7.3,160,tt0149540,1972,73
A Viagem,1994–,,Brazil,8.2,138,tt0149541,1994,82
Victoria Wood: As Seen on TV,1985–1987,Comedy,UK,7.9,213,tt0149542,1985,79
The Why Why? Family,1996–,"Animation, Family",France,7.3,286,tt0149545,1996,73
Wittekerke,1993–2008,"Drama, Romance",Belgium,4.9,121,tt0149546,1993,49
The New Adventures of Zorro,1981,"Animation, Action, Adventure",USA,7.6,184,tt0149547,1981,76
Zorro,1997–,"Animation, Family, Adventure",USA,6.9,98,tt0149548,1997,69
T.I.R.,1984–1985,"Adventure, Comedy, Drama","Hungary, Italy",7.7,100,tt0150410,1984,77
The Scold's Bridle,1998–,"Crime, Drama",UK,7.1,194,tt0152307,1998,71
ABC News Nightline,1980–,"News, Talk-Show",USA,6,232,tt0154053,1980,60
CatDog,1998–2005,"Animation, Comedy, Family",USA,6.6,"17,821",tt0154061,1998,66
Tiny Angels,1995–2001,"Musical, Family, Comedy",Argentina,6,255,tt0154063,1995,60
Chto skazal pokoynik,2000–,"Adventure, Crime, Comedy","Russia, Poland, France, Germany, Denmark",6.7,86,tt0154065,2000,67
A nagy ho-ho-horgász,1982–,"Animation, Family",Hungary,7.9,212,tt0154077,1982,79
The Round Tower,1998–,Romance,UK,7.7,216,tt0154085,1998,77
Team Ahma,1998–,Comedy,Finland,5.9,233,tt0154090,1998,59
Timeslip,1970–,"Family, Sci-Fi",UK,8,120,tt0154091,1970,80
Where the Heart Is,1997–2006,Drama,UK,6.3,206,tt0154094,1997,63
Animorphs,1998–2000,"Fantasy, Sci-Fi, Thriller","Canada, USA",6.7,"1,114",tt0154147,1998,67
Police Videos,1998–2012,"Action, Crime, Reality-TV",USA,6.5,220,tt0155394,1998,65
The Baldy Man,1995–,Comedy,UK,6.5,111,tt0155423,1995,65
Bharat Ek Khoj,1988–,History,India,8.9,358,tt0155424,1988,89
Black Scorpion,2001,"Action, Crime, Drama",USA,6.5,295,tt0155425,2001,65
E! Mysteries & Scandals,1998–,Documentary,USA,7.7,178,tt0155428,1998,77
Kiss Me Kate,1998–2000,Comedy,UK,6.7,145,tt0155435,1998,67
Rainha da Sucata,1990–,,Brazil,7.7,86,tt0155444,1990,77
Rupert,1991–1997,"Animation, Adventure, Family","Canada, France, UK",7.2,"1,089",tt0155445,1991,72
Samson en Gert,1990–,"Comedy, Family",Belgium,7.3,631,tt0155446,1990,73
Jesse,1998–2000,Comedy,USA,5.9,"1,011",tt0156196,1998,59
Babar,1989–2002,"Animation, Comedy, Drama, Family, Fantasy","Canada, France",6.5,"4,067",tt0156200,1989,65
Chôjikû kidan Sazan Kurosu,1984–,"Animation, Sci-Fi",Japan,7.2,106,tt0156204,1984,72
Kalles klätterträd,1975–1976,"Animation, Short, Family",Sweden,7.3,112,tt0156211,1975,73
Kamen Rider Black,1987–1988,"Action, Adventure, Drama",Japan,8.3,226,tt0156213,1987,83
Kamen Rider,1971–,"Action, Adventure, Drama, Sci-Fi",Japan,7.8,170,tt0156214,1971,78
Genesis Climber Mospeada,1983–1984,"Animation, Action, Adventure, Comedy, Drama, Musical, Sci-Fi",Japan,7.7,198,tt0156215,1983,77
Macross 7,1994–1995,"Animation, Action, Adventure",Japan,6.6,288,tt0156220,1994,66
Pop Up Video,1997–,Music,USA,7.1,"1,018",tt0156226,1997,71
Pugwall,1989–1991,"Family, Music",Australia,8.2,150,tt0156231,1989,82
Yogi's Gang,1973–1975,"Animation, Comedy, Family",USA,7.2,106,tt0156244,1973,72
Da Vinci's Inquest,1998–2006,"Crime, Mystery, Drama",Canada,8.1,952,tt0156442,1998,81
Byomkesh Bakshi,1993–1997,"Adventure, Crime, Mystery, Thriller",India,9.1,"1,962",tt0157217,1993,91
Carry on Laughing!,1975–,"Comedy, Crime, Mystery",UK,6.3,134,tt0157218,1975,63
Dr. Slump,1997–,"Animation, Comedy, Fantasy",Japan,7.8,349,tt0157222,1997,78
Goober and the Ghost Chasers,1973–1975,"Animation, Comedy, Mystery",USA,7.2,79,tt0157227,1973,72
Der letzte Zeuge,1998–2006,Crime,Germany,8,186,tt0157232,1998,80
Pan Tau,1970–1978,"Family, Adventure, Comedy","Czechoslovakia, West Germany",7.4,351,tt0157238,1970,74
Will & Grace,1998–,"Comedy, Romance",USA,7.2,"46,593",tt0157246,1998,72
Peterburgskie tayny,1994–1998,"Drama, History",Russia,7.6,92,tt0158083,1994,76
El Hazard: Wanderers,1995–1996,"Adventure, Animation, Comedy",Japan,7,87,tt0158406,1995,70
Fantasy Island,1998–1999,"Drama, Fantasy",USA,6.3,449,tt0158408,1998,63
In the Red,1998–,"Crime, Thriller",UK,8,163,tt0158414,1998,80
Vampire Princess Miyu,1997–,"Animation, Horror",Japan,7.2,251,tt0158415,1997,72
Mahabharat,1988–1990,"Drama, Romance, War",India,9.4,"4,148",tt0158417,1988,94
Monstervision,1993–2000,"Horror, Sci-Fi, Comedy",USA,9.3,356,tt0158420,1993,93
Vengeance Unlimited,1998–1999,"Crime, Drama",USA,8.9,865,tt0158421,1998,89
RoboCop: Alpha Commando,1998–,"Animation, Action, Sci-Fi","USA, Canada",5.2,235,tt0158428,1998,52
Yo! MTV Raps,1988–2004,Music,USA,7.9,145,tt0158443,1988,79
The Brothers Grunt,1994–1995,"Animation, Comedy",USA,3.4,125,tt0158522,1994,34
Charmed,1998–2006,"Drama, Fantasy, Mystery",USA,7.1,"68,023",tt0158552,1998,71
New Dominion Tank Police,1993,"Animation, Short, Action",Japan,7.1,394,tt0158590,1993,71
Dominion Tank Police,1988–1989,"Animation, Action, Comedy, Crime, Sci-Fi, Thriller",Japan,7.1,"1,307",tt0158591,1988,71
Kissyfur,1985–,Animation,"USA, Japan",7.7,225,tt0158709,1985,77
Golden Boy,1995–,"Animation, Comedy",Japan,8.1,"3,220",tt0159145,1995,81
Behind the Music,1997–2014,"Documentary, Biography, Music",USA,7.4,"1,160",tt0159156,1997,74
Boney,1972–1973,Crime,Australia,8.5,129,tt0159157,1972,85
A Family at War,1970–1972,"Drama, War",UK,8,224,tt0159164,1970,80
Hovimäki,1999–2003,"Drama, History",Finland,6.9,108,tt0159168,1999,69
Mobile Suit Gundam,1979–1980,"Animation, Action, Drama, Sci-Fi",Japan,8.1,"1,501",tt0159172,1979,81
Lupin the 3rd,1971–1972,"Animation, Action, Adventure, Comedy, Crime, Mystery",Japan,8,"1,526",tt0159175,1971,80
Rupan sansei: Part III,1984–1985,"Animation, Action, Adventure",Japan,7.9,224,tt0159176,1984,79
Mobile Fighter G Gundam,1994–,"Animation, Action, Fantasy, Sci-Fi",Japan,7.6,728,tt0159182,1994,76
After War Gundam X,1996–,"Animation, Action, Drama, Sci-Fi",Japan,7.5,202,tt0159183,1996,75
Mobile Suit Gundam ZZ,1986–1987,"Animation, Action, Comedy",Japan,7.1,335,tt0159184,1986,71
Kidô senshi V Gundam,1993–,"Animation, Action, Drama",Japan,7.3,177,tt0159185,1993,73
Mobile Suit Zeta Gundam,1985–1986,"Animation, Action, Drama, Sci-Fi",Japan,8.3,825,tt0159186,1985,83
Lupin the 3rd,1977–1980,"Animation, Action, Adventure",Japan,8.1,"1,139",tt0159192,1977,81
Mobile Suit Gundam Wing,1995–1996,"Animation, Action, Adventure, Drama, Romance, Sci-Fi","Japan, USA",8.2,"3,716",tt0159193,1995,82
Sex and the City,1998–2004,"Comedy, Drama, Romance",USA,7.1,"94,570",tt0159206,1998,71
City Hunter,1987–1991,"Animation, Action, Comedy",Japan,7.9,882,tt0159208,1987,79
Sisko ja sen veli,1986–,Comedy,Finland,7.5,80,tt0159210,1986,75
Velipuolikuu,1983–,Comedy,Finland,8.1,177,tt0159222,1983,81
The Wombles,1973–,"Animation, Family",UK,7,545,tt0159227,1973,70
Dirty Pair OVA,1987–,"Animation, Short, Action","Japan, USA",6.8,112,tt0159410,1987,68
Mobile Suit Gundam 0083: Stardust Memory,1991–,"Animation, Action, Drama, Sci-Fi",Japan,8,731,tt0159567,1991,80
Antiques Roadshow,1997–,Reality-TV,USA,7.4,968,tt0159847,1997,74
Chôdenji mashin Borutesu Faibu,1977–,"Animation, Action, Adventure",Japan,8.3,126,tt0159855,1977,83
Chôdenji robo Kon-Batorâ bui,1976–,"Animation, Action, Sci-Fi",Japan,7.9,94,tt0159856,1976,79
Great Mysteries,1973–,"Drama, Mystery",UK,6.4,18,tt0159875,1973,64
Great Performances,1971–,"Biography, Drama, Music",,7.7,474,tt0159876,1971,77
Howard Stern,1994–2005,"Comedy, Talk-Show",USA,6,862,tt0159879,1994,60
Jeopardy!,1984–,Game-Show,USA,8.2,"5,025",tt0159881,1984,82
Patlabor: The Mobile Police,1989–1990,"Animation, Action, Comedy, Drama, Mystery, Sci-Fi",Japan,7.8,372,tt0159883,1989,78
Kratts' Creatures,1996–,Family,Canada,8.1,196,tt0159885,1996,81
Nothing Too Good for a Cowboy,1998–1999,"Comedy, Romance",Canada,6.1,169,tt0159899,1998,61
Oniisama e...,1991–,"Animation, Drama, Romance",Japan,7.8,109,tt0159901,1991,78
Total Recall 2070,1999,"Action, Sci-Fi","Canada, Germany, USA",7.1,"1,086",tt0159920,1999,71
Battle Commander Daimos,1978–,"Animation, Action, Drama, Sci-Fi",Japan,7.9,121,tt0159923,1978,79
Ronin Warriors,1988–1995,"Animation, Action, Adventure, Fantasy, Sci-Fi",Japan,7.2,589,tt0159933,1988,72
First Wave,1998–2001,"Adventure, Drama, Sci-Fi",Canada,7.2,"2,943",tt0160277,1998,72
Patlabor: Early Days,1988–,"Animation, Short, Action, Comedy, Drama, Sci-Fi",Japan,7.9,444,tt0160423,1988,79
Patlabor: The New Files,1990–,"Animation, Sci-Fi",Japan,7.8,194,tt0160424,1990,78
Megazone 23 III,1989–,"Animation, Action, Sci-Fi",Japan,7.1,123,tt0160523,1989,71
MI-5,2002–2011,"Drama, Thriller",UK,8.3,"12,867",tt0160904,2002,83
Blood Reign: Curse of the Yoma,1989–,"Animation, Action, Drama",Japan,6.7,281,tt0161113,1989,67
Dinnerladies,1998–2000,Comedy,UK,7.7,"1,128",tt0161140,1998,77
Fleksnes fataliteter,1972–1988,Comedy,Norway,8.4,681,tt0161146,1972,84
L.A. Doctors,1998–1999,Drama,USA,5.8,130,tt0161160,1998,58
"Mighty Mouse, the New Adventures",1987–1988,"Animation, Action, Adventure",USA,7.2,473,tt0161170,1987,72
Open Mike with Mike Bullard,1997–2004,"Comedy, Talk-Show",Canada,1.8,214,tt0161180,1997,18
Power Play,1998–2000,"Comedy, Drama, Sport",Canada,4.1,178,tt0161185,1998,41
Soul Train,1971–,"Music, Talk-Show",USA,7.9,365,tt0161194,1971,79
Torre de Babel,1998–1999,"Drama, Thriller, Romance",Brazil,6.3,105,tt0161203,1998,63
Two of a Kind,1998–1999,Comedy,USA,6.9,"1,491",tt0161204,1998,69
Any Day Now,1998–2002,Drama,USA,8.4,595,tt0161233,1998,84
Invasion America,1998–,"Animation, Sci-Fi",USA,7.8,276,tt0161718,1998,78
Saint Seiya,1986–1989,"Animation, Action, Adventure, Drama, Fantasy",Japan,8.6,"7,501",tt0161952,1986,86
Angel,1999–2004,"Action, Drama, Fantasy, Thriller",USA,8,"58,684",tt0162065,1999,80
Familie,1991–,"Drama, Family",Belgium,3.2,213,tt0162076,1991,32
The Tom Green Show,1999–,"Comedy, Talk-Show","Canada, USA",6.2,"1,042",tt0162118,1999,62
Bump in the Night,1994–1995,"Animation, Comedy, Family",USA,8.2,452,tt0162796,1994,82
Grafters,1998–,"Comedy, Drama",UK,7.7,126,tt0162809,1998,77
The Tom Green Show,1994–1996,"Comedy, Talk-Show",Canada,7,641,tt0162828,1994,70
Renford Rejects,1998–2001,"Comedy, Drama, Family",UK,7.5,212,tt0163181,1998,75
Alletiders nisse,1995–,Family,Denmark,7.3,130,tt0163431,1995,73
Byker Grove,1989–2006,"Drama, Family, Romance",UK,6.2,490,tt0163437,1989,62
C.O.P.S.,1988–1989,"Animation, Action, Crime, Sci-Fi","USA, Canada",7.2,"1,189",tt0163438,1988,72
Hilda Hurricane,1998–,"Comedy, Drama, Romance",Brazil,8.1,332,tt0163450,1998,81
Jim Knopf und Lukas der Lokomotivführer,1977–,"Family, Fantasy",West Germany,8.2,451,tt0163456,1977,82
María la del Barrio,1995–,Drama,Mexico,7.3,850,tt0163464,1995,73
María Mercedes,1992–,,Mexico,5.8,280,tt0163465,1992,58
Metal Mickey,1980–1983,"Family, Comedy, Sci-Fi",UK,6.3,112,tt0163467,1980,63
Newsnight,1980–,News,UK,6.3,116,tt0163471,1980,63
Out,1978–,"Crime, Drama",UK,6.8,162,tt0163476,1978,68
Pippi Longstocking,1998–,"Animation, Adventure, Comedy, Family, Fantasy","Canada, Germany, Sweden",6.2,296,tt0163482,1998,62
Robot Wars,1998–2018,"Action, Game-Show",UK,7.4,819,tt0163488,1998,74
Schlupp vom grünen Stern,1986–,Family,West Germany,7.8,115,tt0163490,1986,78
Top Gear,1978–2002,Documentary,UK,8.3,"24,322",tt0163503,1978,83
Whose Line Is It Anyway?,1998–2007,"Comedy, Game-Show","USA, UK",8.5,"36,857",tt0163507,1998,85
Otje,1998–,"Adventure, Family",Netherlands,7.5,81,tt0163781,1998,75
All Saints,1998–2009,Drama,Australia,7.1,957,tt0163924,1998,71
Blue's Clues,1996–2007,"Animation, Comedy, Family, Musical",USA,6.8,"3,622",tt0163929,1996,68
A Certain Justice,1998–,"Crime, Drama, Mystery",UK,7.4,212,tt0163932,1998,74
Martial Law,1998–2000,"Comedy, Crime, Action",USA,7.1,"2,005",tt0163949,1998,71
Ned's Newt,1997–,"Animation, Comedy","Canada, Germany",6.5,333,tt0163952,1997,65
The Net,1998–1999,Thriller,USA,6.3,306,tt0163953,1998,63
This Hour Has 22 Minutes,1992–,Comedy,Canada,6.5,685,tt0163963,1992,65
